name,split,category,sub-category,Oneshot-Multi,freesound-id,url,username,original-tags,description
09809.wav,test,Open/Close-Mechanism,DoorOpenClose,Multi-shot,392239,https://freesound.org/people/gropkcor/sounds/392239/,gropkcor,"door, field, heavy, latch, metal, rec, wooden","St Mullion Church door, opened and shut from the inside. Zoom H1 recorder."
09810.wav,test,Liquid,Shower,One-shot,178080,https://freesound.org/people/sgarrison2127/sounds/178080/,sgarrison2127,"drip, shower, water",simple sound of a shower running water
09811.wav,test,Human,Fart,Multi-shot,777448,https://freesound.org/people/frenkfurth/sounds/777448/,frenkfurth,"butt, deep, explosion, fart, frog, fun, funny, gas, guy, haha, human, humor, male, man, people, romantic, sound, speech, vocal, voice, weird",Morning fart what do you want to know more
09812.wav,test,Human,EatDrink,Multi-shot,422734,https://freesound.org/people/Grubzyy/sounds/422734/,Grubzyy,"drink, human, mouth, swallow, water",drinking water
09813.wav,test,Metal,Pipe,One-shot,182262,https://freesound.org/people/martian/sounds/182262/,martian,"bullet, foley, hit, metal, pipe",Foley bullet hit metal pipe
09814.wav,test,Metal,Lock,Multi-shot,707486,https://freesound.org/people/Khanyisile56/sounds/707486/,Khanyisile56,"inserting, key, metal","Inserting, locking and unlocking metal key in door."
09815.wav,test,Material-Interaction,TapePeel,One-shot,565267,https://freesound.org/people/NinjaSharkStudios/sounds/565267/,NinjaSharkStudios,"duct, ripping, sticky, tape, tearing",A short sample of a piece of duct tape being ripped off of the roll.
09816.wav,test,Clothing,ClothRubbing,One-shot,494794,https://freesound.org/people/brandondelehoy/sounds/494794/,brandondelehoy,"air, cape, cloth, coat, feathers, flap, fly, jacket, jump, rustle, whip, whoosh, wind, woosh",One of many recordings of me waving my jacket around in a soundproofed room. Gear used: - Zoom H4N Pro - Image-Line Edison
09817.wav,test,Footstep,Walk,Multi-shot,624909,https://freesound.org/people/Charnchy77/sounds/624909/,Charnchy77,"footstep, grass, walk",Simple sound someone small walking on grass.
09818.wav,test,Footstep,Walk,Multi-shot,419166,https://freesound.org/people/14GPanskaHonc_Petr/sounds/419166/,14GPanskaHonc_Petr,"concrete, foot, footstep, man, pansk, step, walk",Man walking on concrete
09819.wav,test,Click,SwitchToggle,Multi-shot,817060,https://freesound.org/people/designerschoice/sounds/817060/,designerschoice,"blue-brand, blue-snowball, button, click, foley, light, switch",A light switch button click.
09820.wav,test,Break/Drop,CanCrush,Multi-shot,410159,https://freesound.org/people/170206@virtualwindow.co.za/sounds/410159/,170206@virtualwindow.co.za,"libary, open, sound, window",A can
09821.wav,test,Footstep,Walk,Multi-shot,489952,https://freesound.org/people/falcospizaetus/sounds/489952/,falcospizaetus,"foley, grass, ground, step",Steps on grass.
09822.wav,test,Material-Interaction,ZipperZip,Multi-shot,62484,https://freesound.org/s/62484/,bsumusictech,"coat, jacket, rip, zipper, zipper-pull","Group KMM-, Stereo recording of a zipper being pulled., Recorded with a Zoom H4 handheld recorder.  Normalized in Peak Pro 6.,"
09823.wav,test,Footstep,Walk,Multi-shot,430224,https://freesound.org/people/jvidalmc90@gmail.com/sounds/430224/,jvidalmc90@gmail.com,"footstep, step, walk",sonidos d episadas
09824.wav,test,Material-Interaction,PaperRubbing,Multi-shot,810148,https://freesound.org/people/designerschoice/sounds/810148/,designerschoice,"blue-brand, blue-snowball, foley, paper, slow",A slow paper rip.
09825.wav,test,Click,Knock,Multi-shot,181923,https://freesound.org/people/CapsLok/sounds/181923/,CapsLok,"door, home, knock, muffled, wood",Some muffled knocks on the door at various rhythms. Recording Equipment: Akg C214 / Focusrite Saffire Pro 24
09826.wav,test,Click,ButtonPress,Multi-shot,202909,https://freesound.org/people/Phil25/sounds/202909/,Phil25,"button, buttons, clear, click, clicks, flat, press, pressed, pressing, radio, short, tap, taps",This is a recording of me pressing a flat button on the radio couple of times with background noise deleted. You can edit and play with them and all that stuff. Enjoy!
09827.wav,test,Human,Snore,One-shot,420148,https://freesound.org/people/14FPanskaVetrovsky_Michal/sounds/420148/,14FPanskaVetrovsky_Michal,pansk,Pansk谩 Panska CZ CZECH
09828.wav,test,Human,EatDrink,Multi-shot,349096,https://freesound.org/people/ramosramos/sounds/349096/,ramosramos,"bread, chew, eat, eating, toasted",munching toast!
09829.wav,test,Footstep,Walk,Multi-shot,553225,https://freesound.org/s/553225/,NachtmahrTV,"floor, foot, footsteps, steps, wood, wooden",Footsteps on Wooden Floor
09830.wav,test,Metal,Sword,One-shot,342396,https://freesound.org/people/Christopherderp/sounds/342396/,Christopherderp,"clash, hit, knight, medieval, swing, sword, ting, weapon",Swords clashing (Use for what ever you would like).
09831.wav,test,Human,Fart,Multi-shot,650655,https://freesound.org/people/frenkfurth/sounds/650655/,frenkfurth,"bath, bathroom, closet, drop, dropping, dung, fart, farting, gas, haha, huh, lol, man, movement, poop, shit, smell, stink, toilet, wc, wet",First person Farts made by myself
09832.wav,test,Liquid,Splash,One-shot,316586,https://freesound.org/people/EpicWizard/sounds/316586/,EpicWizard,"lake, river, splash, water","Part of a collection of sounds of paddle strokes in the water, a series ranging from soft to heavy. Recorded with a Zoom h4 in Okanagan, BC. If you download the whole pack, you can take advantage of the quick and dirty Kontakt inst I put together: <a href=""https://www.dropbox.com/s/qu0ra8s96tk1ifo/Water_Paddle_KontaktInst_150715.zip?dl=0"" rel=""nofollow"">https://www.dropbox.com/s/qu0ra8s96tk1ifo/Water_Paddle_KontaktInst_150715.zip?dl=0</a> If can come up with something fancier, let me know. :)"
09833.wav,test,Human,PunchHit,One-shot,561656,https://freesound.org/people/MattRuthSound/sounds/561656/,MattRuthSound,"bedding, cloth, fight, hit, kick, pillow, punch","Punching a pillow, but it could be used as a body punch or similar. Hit has a big low woosh impact"
09834.wav,test,Human,StrawSip,Multi-shot,818573,https://freesound.org/people/DoctorMelon/sounds/818573/,DoctorMelon,"jello, jelly, metal, pd, public-domain, pudding, slime, slurp, straw, sucked","Cola-flavoured jelly sucked up a metal straw, making a bizarre sound. Short version."
09835.wav,test,Footstep,Walk,Multi-shot,505836,https://freesound.org/people/jedg/sounds/505836/,jedg,"barefoot, downstairs, footstep, stairs, upstairs, walk",walking on wooden stairs barefoot
09836.wav,test,Liquid,Shower,One-shot,178080,https://freesound.org/people/sgarrison2127/sounds/178080/,sgarrison2127,"drip, shower, water",simple sound of a shower running water
09837.wav,test,Open/Close-Mechanism,DoorSlam,One-shot,491118,https://freesound.org/people/clivew/sounds/491118/,clivew,"door-shut, door-slam, door-slamlong-reverb, heavy-door-closing",the sound of a heavy domestic fire door slamming in a small stair well of an apartment block
09838.wav,test,Human,Fart,One-shot,650681,https://freesound.org/people/frenkfurth/sounds/650681/,frenkfurth,"bath, bathroom, closet, drop, dropping, dung, fart, farting, gas, haha, huh, lol, man, movement, poop, shit, smell, stink, toilet, wc, wet",First person Farts made by myself
09839.wav,test,Click,SwitchToggle,Multi-shot,788037,https://freesound.org/people/kamgam/sounds/788037/,kamgam,"arrest-switch, button, click, in-out, lever, lock-switch, press, real, short, switch",Switch sounds recorded myself from a Busy Board Childs Toy (real switches on a wooden board): <a href="https://kamgam.com/audio/freesounds/SwitchBoard.jpg" rel="nofollow">https://kamgam.com/audio/freesounds/SwitchBoard.jpg</a> CC0 so you can use it for whatever you want and however you want. I would live to hear what you did with it but no credits are necessary. If you can check out my website: <a href="https://kamgam.com" rel="nofollow">kamgam.com</a> Enjoy :-)
09840.wav,test,Human,Fart,One-shot,650691,https://freesound.org/people/frenkfurth/sounds/650691/,frenkfurth,"bath, bathroom, closet, drop, dropping, dung, fart, farting, gas, haha, huh, lol, man, movement, poop, shit, smell, stink, toilet, wc, wet",First person Farts made by myself
09841.wav,test,Liquid,Pour,Multi-shot,325349,https://freesound.org/people/Purified123/sounds/325349/,Purified123,"bottle, glass, liquid, water","pouring liquid Please write in the comments, for what you will use it :)"
09842.wav,test,Material-Interaction,ZipperZip,Multi-shot,476837,https://freesound.org/people/richwise/sounds/476837/,richwise,"bag, closing, cloth, fly, jacket, zip, zipper","Quickly pulling the zip closed on a backpack. Olympus LS-5, built-in mic capsules, no filtering."
09843.wav,test,Footstep,Walk,Multi-shot,170500,https://freesound.org/people/SpliceSound/sounds/170500/,SpliceSound,"footstep, kitchen, linoleum, male, medium, shoe, shoes, sneakers, tennis, tile, walk","Tennis shoes on tile, medium pace"
09844.wav,test,Footstep,Walk,Multi-shot,530385,https://freesound.org/people/Nox_Sound/sounds/530385/,Nox_Sound,"bark, barks, boots, dirty, field, foot, footstep, gritty, ground, pebble, pebbles, run, running, step, tascam, walk","Footsteps sequence on Gritty Ground (pebbles and barks) - Boots - Walk (x5) // Run (x5). You can edit it with Reaper/Audacity/etc. Gear : Tascam DR-05 File: 48khz, 24 bit, Mono, Wav."
09845.wav,test,Footstep,SingleStep,One-shot,571933,https://freesound.org/people/Joao_Janz/sounds/571933/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09846.wav,test,Human,Snore,One-shot,420148,https://freesound.org/people/14FPanskaVetrovsky_Michal/sounds/420148/,14FPanskaVetrovsky_Michal,pansk,Pansk谩 Panska CZ CZECH
09847.wav,test,Metal,Pipe,One-shot,182262,https://freesound.org/people/martian/sounds/182262/,martian,"bullet, foley, hit, metal, pipe",Foley bullet hit metal pipe
09848.wav,test,Open/Close-Mechanism,DoorSqueak,One-shot,475485,https://freesound.org/people/o_ciz/sounds/475485/,o_ciz,"creak, door, wood",Creaking of a wooden door.
09849.wav,test,Material-Interaction,ZipperZip,Multi-shot,347152,https://freesound.org/people/Mediaman57/sounds/347152/,Mediaman57,"backpack, leather-pouch, unzipping, zipper, zipping",Zipping or Unzipping a leather bag.. quick process....mono file.. 44.1KHz 16 bit.. Recorded interior - Sony Mini-Disc recorder 2005
09850.wav,test,Footstep,Walk,Multi-shot,400415,https://freesound.org/people/speedyrce/sounds/400415/,speedyrce,"footstep, leaves, walk",zoom H6
09851.wav,test,Click,MouseButtonClick,One-shot,539147,https://freesound.org/people/ristooooo1/sounds/539147/,ristooooo1,"click, clicking, clicks, desktop, mouse, sound",High quality recording of a computer mouse...
09852.wav,test,Metal,Chain,Multi-shot,386173,https://freesound.org/people/ldezem/sounds/386173/,ldezem,"chain, chain-pulley, metalwork, one-shot, tools","Chain pulley released once, short. Recorded in 24-bit 96kHz with a Tascam DR-40 and a Sony ECM-NV1. For details on SOW: Blacksmith ed1 sound pack see: www.oree.storijapan.net/praxis/sound-of-work"
09853.wav,test,Metal,CoinJingle,Multi-shot,367273,https://freesound.org/people/tec_studio/sounds/367273/,tec_studio,"coin, coins, drop, dropping, fall, foley, payment",Dropping different denominations of coins into a ceramic bowl.
09854.wav,test,Footstep,Walk,Multi-shot,523273,https://freesound.org/people/MrFossy/sounds/523273/,MrFossy,"feet, floor, foley, footstep, shed, stamp, stomp, walk, wood, wooden",Various close-miked sounds of me stomping on the wooden floor of a shed. Furniture and various objects wobble in the background as I go. Recorded with a Tascam DR-40x. I wouldn't necessarily use these as bog-standard footfall sound effects 闂 the normalization makes the timbre inconsistent from one footstep to the next. But I've no doubt they'll have other creative applications!
09855.wav,test,Metal,Lock,Multi-shot,542034,https://freesound.org/people/Rob_Marion/sounds/542034/,Rob_Marion,"environment, interact, lock",Sound FX for interacting with a lock.
09856.wav,test,Click,MouseButtonClick,Multi-shot,687242,https://freesound.org/people/DanJFilms/sounds/687242/,DanJFilms,"bang, banging, clang, collision, crash, hammer, hit, impact, iron, metal, metallic, pipe, steel, ting",These are some pipe/metallic banging sound effects I recorded with my iPhone for a project. This could be used as foley or can be sequenced into a percussion loop. It also sounds good with some reverb too.
09857.wav,test,Footstep,Walk,Multi-shot,266528,https://freesound.org/people/PhilllChabbb/sounds/266528/,PhilllChabbb,"downstairs, footstep, shoes, stairs, step, upstairs, walk",Walking up & down wood stairs with shoes. <3
09858.wav,test,Break/Drop,BottleCrush,Multi-shot,615192,https://freesound.org/people/Bonion_/sounds/615192/,Bonion_,"audacity, bottle, crush, plastic",I recorded myself crushing a bottle. There was some background noise that i removed using Audacity. Recorded using Angetube 920 webcam.
09859.wav,test,Liquid,Pour,Multi-shot,657673,https://freesound.org/people/remisshka/sounds/657673/,remisshka,"coffee, cup, hot, liquid, paper, pour, pouring, tea, water",A 0.3L paper cup is filled with boiling water.
09860.wav,test,Clothing,ClothRubbing,Multi-shot,658410,https://freesound.org/people/IENBA/sounds/658410/,IENBA,"cloth, dress, fabric, handling, jacket, leather, move, movement, nylon, put, rain, raincoat, rustle, snow, wear",Handling and movement of a nylon jacket or raincoat. GEAR: Arturia Audiofuse Neumann TLM-103
09861.wav,test,Human,Breath,One-shot,238494,https://freesound.org/people/mariiao2/sounds/238494/,mariiao2,"breath, campus-upf, suffocate","Sound of very heavy breath,like someone drowning, recorded with a tape recorder at the University Pompeu Fabra"
09862.wav,test,Human,PunchHit,Multi-shot,369326,https://freesound.org/people/cryanrautha/sounds/369326/,cryanrautha,"hit, impact, punch, thud","A series of similar sounding huge hits with transients preserved. I was sick of finding only small-sounding hits so I made these. They were made by combining and compressing / EQing other Creative Commons 0 Freesound files, but I'm too dumb and lazy to credit them specifically. Thanks, y'all."
09863.wav,test,Metal,CoinJingle,Multi-shot,485755,https://freesound.org/people/SpaceJoe/sounds/485755/,SpaceJoe,"buy, coin, coins, ding, drop, dropping, falling, finance, metal, money, move, pay, payment, shop",Coins being dropped
09864.wav,test,Open/Close-Mechanism,DrawerOpenClose,Multi-shot,609185,https://freesound.org/people/mareyeslo/sounds/609185/,mareyeslo,"drawer, foley, kitchen, wild",Kitchen drawer opening and closing. WAV 44.1 kHz/24bits.
09865.wav,test,Human,EatDrink,Multi-shot,215742,https://freesound.org/people/supersnd/sounds/215742/,supersnd,"drinking, filling, glass, liquid, pour, water",This is the sound of water filling in glass then drinking it. Recroded with an iPhone 4s
09866.wav,test,Footstep,SingleStep,One-shot,571933,https://freesound.org/people/Joao_Janz/sounds/571933/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09867.wav,test,Footstep,SingleStep,One-shot,571933,https://freesound.org/people/Joao_Janz/sounds/571933/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09868.wav,test,Footstep,Walk,Multi-shot,448357,https://freesound.org/people/ExplosiveTamale/sounds/448357/,ExplosiveTamale,"footstep, gravel, quick, rapid, running, step, walk","Some fast-paced footsteps upon gravel that give the impression of sprinting. Would be useful for foley of someone running. Recorded using a RODE VideoMic Go into a Zoom H1 recorder. Free to use for any projects, no credit required."
09869.wav,test,Open/Close-Mechanism,DoorSqueak,Multi-shot,684972,https://freesound.org/people/kendel/sounds/684972/,kendel,"creak, creepy, door, eerie, scary, spooky",Field recording of a very creaky door.
09870.wav,test,Footstep,Walk,Multi-shot,571946,https://freesound.org/people/Joao_Janz/sounds/571946/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09871.wav,test,Footstep,Walk,Multi-shot,138053,https://freesound.org/people/daboy291/sounds/138053/,daboy291,"female, floor, footstep, heels, short, tile, walk",A woman walking on a tile floor in short heel shoes. Made with my hands inside shoes in my basement.
09872.wav,test,Material-Interaction,TapePeel,Multi-shot,788207,https://freesound.org/people/Geoff-Bremner-Audio/sounds/788207/,Geoff-Bremner-Audio,"adhesive, asmr, click, clicky, foley, pull, pulling, roll-tape, stick, sticky, tape, tape-roll, transient, transients, un-stick, unstick",Pulling tape off the roll. Recorded on a studio condenser microphone
09873.wav,test,Human,Snore,Multi-shot,108519,https://freesound.org/people/bsmacbride/sounds/108519/,bsmacbride,"big, cartoon, fast, snore, snoring",Cartoon sounding snore that is fast and short.
09874.wav,test,Metal,Pipe,Multi-shot,182262,https://freesound.org/people/martian/sounds/182262/,martian,"bullet, foley, hit, metal, pipe",Foley bullet hit metal pipe
09875.wav,test,Open/Close-Mechanism,DoorSqueak,Multi-shot,787568,https://freesound.org/people/Izuzikistaaana/sounds/787568/,Izuzikistaaana,"door, squeak, squeaking, wooden",Door squeaking
09876.wav,test,Footstep,Walk,Multi-shot,503922,https://freesound.org/people/Joao_Janz/sounds/503922/,Joao_Janz,"barefoot, boot, feet, floor, foley, footstep, ground, hard, loud, movement, moving, real, running, shoe, sneakers, soft, sound, step, stepping, sticky, walk, wood, wooden",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder. Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
09877.wav,test,Footstep,Walk,Multi-shot,383660,https://freesound.org/people/deleted_user_7146007/sounds/383660/,deleted_user_7146007,"foley, footstep, step, walk",Footsteps Walking
09878.wav,test,Material-Interaction,GlassDing,Multi-shot,560163,https://freesound.org/people/Yajhaira/sounds/560163/,Yajhaira,"crystal, glass, water",Crystal glass with water
09879.wav,test,Footstep,Walk,Multi-shot,480594,https://freesound.org/people/craigsmith/sounds/480594/,craigsmith,"footstep, human, optical, vintage",Walking up wooden stairs. Some scuffling. Variety of light and heavy footsteps. Perhaps a boot.
09880.wav,test,Material-Interaction,PaperRubbing,Multi-shot,615988,https://freesound.org/people/Dreadwolf910/sounds/615988/,Dreadwolf910,"crinkle, crunch, paper, rustle","Recorded with H5 Zoom/Focusrite Scarlett 2i4 (Audio-technica AT2035) If you have a request for any sound assists for game/film/project either email me at dreadwolfentertaintment@gmail.com or visit my patreon page for random sounds assets, music and more <a href=""https://www.patreon.com/DWS757"" rel=""nofollow"">https://www.patreon.com/DWS757</a> Thank and continue creating :]"
09881.wav,test,Click,SwitchToggle,One-shot,631539,https://freesound.org/people/greatsoundstube/sounds/631539/,greatsoundstube,"click, flick, floor, lamp, light, off, standing, switch, toggle",Floor standing lamp switch being toggled on and off.
09882.wav,test,Clothing,ClothRubbing,Multi-shot,658410,https://freesound.org/people/IENBA/sounds/658410/,IENBA,"cloth, dress, fabric, handling, jacket, leather, move, movement, nylon, put, rain, raincoat, rustle, snow, wear",Handling and movement of a nylon jacket or raincoat. GEAR: Arturia Audiofuse Neumann TLM-103
09883.wav,test,Human,EatDrink,Multi-shot,244243,https://freesound.org/people/chewiesmissus/sounds/244243/,chewiesmissus,"bite, chew, chips, cracker, crisp, crisps, crunch, eat, prawn",Eating a prawn cracker. Munch munch.
09884.wav,test,Human,Sneeze,One-shot,532974,https://freesound.org/people/nataliabm09/sounds/532974/,nataliabm09,"allergies, person, sneezing",Person sneezing with terrible allergies.
09885.wav,test,Material-Interaction,GlassDing,Multi-shot,805565,https://freesound.org/people/giddster/sounds/805565/,giddster,"bottle, concrete, floor, glass, rolling, wine",A glass bottle rolling on a concrete floor (in the recycling room). Recorded with a Zoom H1.
09886.wav,test,Break/Drop,IceBreak,One-shot,177215,https://freesound.org/people/ecfike/sounds/177215/,ecfike,"break, crack, foley, ice, ice-crack, melt",Ice cracking.
09887.wav,test,Break/Drop,GlassBreak,One-shot,721363,https://freesound.org/people/butt.chiara17/sounds/721363/,butt.chiara17,"glass, shatter, smash",Glass hob shield is smashed by a hammer. I used a audio technica AT8015 shotgun microphone.
09888.wav,test,Footstep,Walk,Multi-shot,817482,https://freesound.org/people/evghenifloca/sounds/817482/,evghenifloca,"creaky, floor, footstep, horror, human, interior, old, parquet, realism, slow, squeaky, tension, wood","Human footsteps on old wooden parquet flooring. The floorboards creak and squeak with each step, producing a natural, slightly tense ambience."
09889.wav,test,Footstep,Run,Multi-shot,565708,https://freesound.org/people/ralph.whitehead/sounds/565708/,ralph.whitehead,"asphalt, boots, cloth, concrete, fabric, fast, fast-pace, fast-speed, floor, foley, footstep, hard-floor, hard-surface, heels, high-heels, man, pavement, quiet, road, running, shoes, sneakers, staggering, trainers, trousers, walk, woman, wood, wooden, wooden-floor",Recorded with a Sennheiser MKH 416 into a Tascam DR-100 MKII.
09890.wav,test,Human,Burp,One-shot,547476,https://freesound.org/people/SamuelGremaud/sounds/547476/,SamuelGremaud,"blurp, bubbles, burp, burping, disgusting, funny, human, hungry, stomach",Sound of burp. Sound recorded with a ZOOM H4N Pro. Sound recorded with a ZOOM H4N Pro and a Rycote Mini Wind Screen. Son d'un rot. Son enregistr茅 avec un ZOOM H4N Pro et une bonnette Rycote Mini Wind Screen. My sounds are licensed under the Creative Commons 0 License but it would be a pleasure for me to hear your work so doesn鈥檛 hesitate to comment or to send me a message with your work :)
09891.wav,test,Human,Burp,Multi-shot,142932,https://freesound.org/people/1pjladd2/sounds/142932/,1pjladd2,"beast, burp, creepy, horror, monster, scream, slow-motion, sound",Single burp slowed down to 50%. Might sound like a monster.
09892.wav,test,Clothing,ClothRipping,Multi-shot,591526,https://freesound.org/people/Rudmer_Rotteveel/sounds/591526/,Rudmer_Rotteveel,"cloth, destroy, fabric, material, ripped, ripping, tear, tearing, tore","Cloth being torn in short, uneven bursts. More variations of cloth ripping sounds can be found in the same sound pack ""Cloth"" CC0, so no need to give credit. If you want, let me know what you used the sounds for as I really like hearing about other people's projects :)"
09893.wav,test,Footstep,Walk,Multi-shot,486360,https://freesound.org/people/JackAmadon/sounds/486360/,JackAmadon,"day, foley, footstep",Footsteps walking over various surfaces during the day.
09894.wav,test,Open/Close-Mechanism,DoorOpenClose,Multi-shot,378866,https://freesound.org/people/kijjaz/sounds/378866/,kijjaz,"close, closing, door, gate, glass, open, opening, slide, sliding","Sliding a glass door, recorded with Rode iXY."
09895.wav,test,Footstep,Walk,Multi-shot,349082,https://freesound.org/people/Yoyodaman234/sounds/349082/,Yoyodaman234,"fall, feet, foot, footstep, ground, heavy, hiking, mud, slip, step, walk","Sound of heavy footsteps on soft ground and through mud. Included bit near the end that sounds like me slipping on the mud. Recorded at Springbrook National Park, Queensland using the Zoom H6 Mid-side module."
09896.wav,test,Footstep,Walk,Multi-shot,398685,https://freesound.org/people/Dominik_W/sounds/398685/,Dominik_W,"feet, foliage, footstep, forest, leaves, step",Recorded with Zoom H1 (internal mics)
09897.wav,test,Metal,Lock,One-shot,342620,https://freesound.org/people/SpaceJoe/sounds/342620/,SpaceJoe,"close, closing, door, gate, key, keys, lock, locking, open, opening, padlock, pick, picking, picks, security, unlock, unlocking",Pad Lock being closed
09898.wav,test,Footstep,SingleStep,One-shot,273079,https://freesound.org/people/sturmankin/sounds/273079/,sturmankin,"footstep, step, walk",Walking on pavement tiles: trekking shoes. Recorded with a ZOOM H2 in a basement of a house: a wooden container filled with earth onto which three larger paving slabs were placed. Normalized with Audacity.
09899.wav,test,Metal,CoinJingle,Multi-shot,367273,https://freesound.org/people/tec_studio/sounds/367273/,tec_studio,"coin, coins, drop, dropping, fall, foley, payment",Dropping different denominations of coins into a ceramic bowl.
09900.wav,test,Material-Interaction,TapePeel,One-shot,590315,https://freesound.org/people/MrFossy/sounds/590315/,MrFossy,"adhesive, fabric, glue, glued, pull, pulling, ripping, satin, sheet, silk, silky, soft, stick, sticker, sticky, stuck, swish, swishing, swishy, tear, tearing","One of a series of foley recordings I made by sticking a piece of contact (sticky plastic of the kind you use to cover books) to a wall and tearing various household objects off it. The idea was to make a fairly comprehensive collection of rips and tears with varying timbral qualities that I could use to design UI sounds effects. Recorded with a Rode NT1 into a Universal Audio Arrow. This sound comes from a sheet of soft, silky fabric."
09901.wav,test,Metal,Knife,Multi-shot,594299,https://freesound.org/people/TimoCoetzee200014/sounds/594299/,TimoCoetzee200014,"knife, knife-grind, knife-sharpen",A knife being sharpened against a grind stone.
09902.wav,test,Break/Drop,BoneBreak,Multi-shot,813531,https://freesound.org/people/MalikArsYasakani/sounds/813531/,MalikArsYasakani,"blood, bones, flesh, foley, gore, viscera",Me breaking the branches of Bananas. And mixing the sounds together with different pitches.
09903.wav,test,Click,SwitchToggle,Multi-shot,249931,https://freesound.org/people/launemax/sounds/249931/,launemax,"buzzer, changeover, electrical, light, switch",this is a toggle switch for a light. pressing it sounds like a buzzer.
09904.wav,test,Human,Kiss,One-shot,643606,https://freesound.org/people/Duisterwho/sounds/643606/,Duisterwho,"air, air-kissing, baby, goodbye, hello, human, kiss, kissing, kissy, lip, lips, love, male, marriage, mouth, one, relationship, romantic, shots, sound, voice, wedding",for the ladies
09905.wav,test,Open/Close-Mechanism,DrawerOpenClose,Multi-shot,806833,https://freesound.org/people/inner_most_garden/sounds/806833/,inner_most_garden,"drawer, dresser, open",a drawer
09906.wav,test,Footstep,Walk,Multi-shot,480594,https://freesound.org/people/craigsmith/sounds/480594/,craigsmith,"footstep, human, optical, vintage",Walking up wooden stairs. Some scuffling. Variety of light and heavy footsteps. Perhaps a boot.
09907.wav,test,Metal,Lock,Multi-shot,805639,https://freesound.org/people/giddster/sounds/805639/,giddster,"basement, closing, door, doors, opening","One of the doors leading down to the basement, opening and closing"
09908.wav,test,Footstep,Walk,Multi-shot,817482,https://freesound.org/people/evghenifloca/sounds/817482/,evghenifloca,"creaky, floor, footstep, horror, human, interior, old, parquet, realism, slow, squeaky, tension, wood","Human footsteps on old wooden parquet flooring. The floorboards creak and squeak with each step, producing a natural, slightly tense ambience."
09909.wav,test,Open/Close-Mechanism,DrawerOpenClose,One-shot,218847,https://freesound.org/people/kellyconidi/sounds/218847/,kellyconidi,"close, drawer, open, slide",drawer sliding open and close
09910.wav,test,Footstep,SingleStep,One-shot,571946,https://freesound.org/people/Joao_Janz/sounds/571946/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09911.wav,test,Clothing,ClothMovement,One-shot,493407,https://freesound.org/people/Joao_Janz/sounds/493407/,Joao_Janz,"acessories, belt, blanket, body, buckle, cloth, cotton, fabric, foley, handling, leather, movement, natural, nylon, person, running, rustling, shaking, shirt, shuffling, soft, sound, sweater, textiles, trousers, walk",Recorded and processed at 24bit 48kHz using the Tascam DR-40 Linear PCM Recorder. Processing: Gain-staging and soft high and low frequency filtering. No EQ boost or cuts anywhere else. Also De-noised.
09912.wav,test,Footstep,SingleStep,One-shot,571933,https://freesound.org/people/Joao_Janz/sounds/571933/,Joao_Janz,"boots, dirt, foley, footstep, grass, ground, leather, microphone, paper, path, pathway, rubber, run, running, shoes, sound, stroll, strolling, styrofoam, tape, walk",Recorded with Rode NTG4+ Microphone. Processed with EQ and Denoiser.
09913.wav,test,Footstep,Walk,Multi-shot,178990,https://freesound.org/s/178990/,jmdh,"boots, footsteps, otg, wooden-floor","Walking around a small wood-floored room with heavy boots., , Recorded with a AKG C414 B-ULS for the Oxford Theatre Guild's production of A Government Inspector, 2012."
09914.wav,test,Material-Interaction,PlasticRubbing,One-shot,689660,https://freesound.org/people/ImmergoMedia/sounds/689660/,ImmergoMedia,"foley, game, grabbing-plastic, interaction, pick-up, pickup, pick-up-item, pickup-item, plastic, plastic-bag, plastic-wrapper, scrunching-plastic, video-game, video-game-item",The sound of me holding a plastic ziplock bag containing a few leaves in front of the microphone and scrunching it with my other hand.
09915.wav,test,Liquid,Drip,Multi-shot,378858,https://freesound.org/people/kijjaz/sounds/378858/,kijjaz,"drip, dripping, liquid, shower, water","Water dripping in the shower, recorded with Rode iXY."
